Array,Deploy Date,Deploy Time,Crew,Grid Cell #,Site,Camera Unit #,SD Card #,Lat,Long,GPS Label,Ecosite,Camera Site Description,Topography,Grade (%),Elevation (m),Distance to Trail (m),Camera Direction,Trail Use Rating,Distance to Lure,Comments and Access Notes,Photos taken
LU03,13-Sep-24,13:15,AB MD ,LU03-50,LU03-50-24,ACME-2023-85,OSM-24-034,55.55157,-111.03038,LU03-50-24,Upland,Open deciduous along nice game trail. Mossy understory ,flat,0,627,0.5,NW,3,4,Park at entrance to jackfish lodge out of the way of entering vehicles. Hike on road until perpendicular to camera,Y
LU03,13-Sep-24,10:40,AB MD ,LU03-49,LU03-49-24,ACME-2024-1,OSM-24-029,55.55693,-111.07929,LU03-49-24,Lowland,"On cut line, open deciduous forest",flat,0,646,3,SE,2,7,Pull off on side road/ entrance to gated gravel pit. Head to s. corner of gravel pit and follow cut line to intersection. Take left cut line follow to camera,Y 
LU03,13-Sep-24,14:09,MD AB ,LU03-Y8,LU03-Y8-24,ACME-2023-72,OSM-24-032,55.529,-110.99135,LU03-Y8-24,Mixed,Somewhat dense aspen stand. Found a nice trail that looked like the only nice place to walk if I was a woodland beast,flat,1,667,0.25,NW,3,4.5,"park off road on pullout near transmission line, follow transmission line. ",Y 
LU03,12-Sep-24,NA,MD AB ,LU03-48,LU03-48-24,ACME-2023-99,OSM-24-008,55.54882,-111.09758,LU03-48-24,Lowland,"upland dense conifer past beaver pond near old ATV trail, signs of camping",flat,0,614,0.5,E,1,4.5,park roadside just after lac la biche sign. Hike on cutline to camera,Y 
LU02,02-Oct-24,12:45,DRAB JC,LU02-21,LU02-21-24,ACME-2023-06,OSM-24-154,54.94687,-111.62406,LU02-21-24,Lowland,On edge of aspen forest on light downslope,Flat,3,633,1,NE,3,4,Park and Hike. Don’t walk in swampy stuff!,Y
LU02,03-Oct-24,12:55,DRAB JC,LU02-34,LU02-34-24,ACME-2023-50,OSM-24-190,54.88481,-111.4006,LU02-34-24,Upland,"Open mixed wood, pointed straight down trail, looks very nice",Flat,0,687,1,NW,3,4.5,Park and walk in,Y
LU02,03-Oct-24,14:15,AB MB ,LU02-O25,LU02-O25-24,ACME-2022-89,OSM-24-172,54.86068,-111.51841,LU02-O25-24,Broadleaf,"Mixed forest, open and flat area. Good game trail",flat,0,691,2,NE,3,6,"Walk down great seismic line, cut into game trail in cell",Y
LU02,03-Oct-24,9:52,DRAB JC,LU02-W21,LU02-W21-24,ACME-2023-40,OSM-24-198,54.91412,-111.34402,LU02-W21-24,Broadleaf,"Open deciduous area, saw a deer",flat,0,860,1,NW,3,4.5,Park and walk in,Y
LU02,03-Oct-24,10:39,DRAB JC ,LU02-36,LU02-36-24,ACME-2023-20,OSM-24-188,54.92016,-111.35772,LU02-36-24,Upland,open aspen and grass,flat,0,846,1,N,3,4,"There is a road, don't bushwhack ",Y 
LU02,03-Oct-24,11:33,DRAB JC ,LU02-15,LU02-15-24,ACME-M120,OSM-24-192,54.90785,-111.38596,LU02-15-24,Lowland,Open deciduous ,slope ,1,723,1,N,3,5,Walk down LF,NA
LU02,03-Oct-24,12:10,DRAB JC ,LU02-13,LU02-13-24,ACME-2022-43,OSM-24-176,54.8979,-111.40118,LU02-13-24,Lowland,Coniferous. Mossy understory near creek,flat,0,682,1,N,3,4,walk in along rd then cut into woods before creek ,Y 
LU02,03-Oct-24,13:30,DRAB JC ,LU02-05,LU02-05-24,ACME-2022-72,OSM-24-184,54.87304,-111.40779,LU02-05-24,Lowland,Conifer forest on edge of pond/wetland. Lots of poops ,flat,3,649,1,N,3,5,park and walk in ,Y 
LU02,03-Oct-24,14:14,DRAB JC ,LU02-101,LU02-101-24,ACME-2023-05,OSM-24-178,54.86597,-111.41917,LU02-101-24,Unknown,We relocated the original LU02-101 point to this new site. The original was 600m from LU02-05. new point up on ridge of deciduous/ mixed forest,flat,0,675,1,E,3,5,park and walk in ,NA
LU02,03-Oct-24,15:20,DRAB JC ,LU02-32,LU02-32-24,ACME-2023-37,OSM-24-189,54.86232,-111.44619,LU02-32-24,Upland,"Mossy coniferous, pretty dense with lots of downed trees",flat,0,696,1,N,3,5,"walk in along ATV trail, bushwhack to site",Y 
LU02,03-Oct-24,16:41,DRAB AB JC MB ,LU02-Q24,LU02-Q24-24,ACME-2022-65,OSM-24-186,54.86821,-111.46043,LU02-Q24-24,Conifer,"Conifer stuff, mossy, wet, squelchee",flat,0,717,1,N,3,5,park and walk,Y
LU02,04-Oct-24,14:50,MB AB ,LU02-56,LU02-56-24,ACME-2023-08,OSM-24-106,55.01664,-111.39801,LU02-56-24,Upland,Mixed forest by nice stream. Pointed slightly downhill,slope,5,685,0.2,NW,2,5,park and bushwhack ,Y 
LU02,04-Oct-24,12:38,AB MB ,LU02-I15,LU02-I15-24,ACME-2022-64,OSM-24-177,54.99516,-111.62074,LU02-I15-24,Mixed,"Pretty dense conifer and moss, on edge of cutblock ",flat,0,670,1,N,3,5,"park on road and walk a little bit down old truck road, but then bash in ",Y 
LU02,04-Oct-24,13:24,AB MB ,LU02-L20,LU02-L20-24,ACME-2023-49,OSM-24-156,54.93042,-111.56727,LU02-L20-24,Conifer,"Mixed forest near conifer stands and bog, mossy groundcover",flat,0,633,0.5,NE,3,6,Park and walk in ,Y 
LU02,04-Oct-24,9:36,MB AB ,LU02-46,LU02-L46-24,ACME-2023-41,OSM-24-179,54.96862,-111.51447,LU02-46-24,Upland,"Mixed forest, big trees, little understory ",flat,0,627,0.5,NE,3,5,"road is clay mud to get there. We parked and walked 1km. Walk is easy, go down second private road then short whack to cam",Y 
LU02,04-Oct-24,10:20,AB JC ,LU02-110,LU02-110-24,ACME-2023-22,OSM-24-177,54.91793,-111.47915,LU02-110-24,Unknown,"Conifer stand, pretty larches around. Soft squishy mossy understory with labrador tea",flat,0,721,3,N,3,5,walk and enjoy ,Y 
LU02,04-Oct-24,9:55,AB JC ,LU02-39,LU02-39-24,ACME-2022-100,OSM-24-180,54.92215,-111.49609,LU02-39-24,Upland,"Conifer / spruce, dense. Mossy peaty ground. Good game trail",flat,0,691,2,N,3,4,Bushwhack from road. Good trails,Y 
LU02,04-Oct-24,9:05,AB JC ,LU02-17,LU02-17-24,ACME-2022-70,OSM-24-187,54.92506,-111.50965,LU02-17-24,Lowland,Mixed forest in swampy area,flat,2,642,3,E,3,4,"Wet-ish, swampy walk in ",Y
LU02,04-Oct-24,14:00,AB MB ,LU02-155,LU02-155-24,ACME-2023-36,OSM-24-167,54.97483,-111.40743,LU02-155-24,Unknown,Grassy deciduous. Lure tree a bit away but very nice,flat,0,795,1,N ,3,6,park and walk,Y 
LU02,04-Oct-24,10:15,AB MB ,LU02-50,LU02-50-24,ACME-E26,OSM-24-205,54.97717,-111.49672,LU02-50-24,Upland,"Deciduous, high density of game trails",flat,0,686,1,NW,3,5,road access is very mud. You can drive a bit but you'll have to get out and walk. **original test images are from a separate site**,Y 
LU02,04-Oct-24,11:45,MB AB ,LU02-O16,LU02-O16-24,ACME-2023-18,OSM-24-193,54.97984,-111.52131,LU02-O16-24,Broadleaf,"Upland aspen forest, some roses but too much understory. Near seismic line",flat,0,641,0.5,NW,2,5,road is muddy when wet,Y 
LU02,04-Oct-24,15:25,AB JC ,LU02-U13,LU02-U13-24,ACME-2022-45,OSM-24-200,55.02639,-111.39526,LU02-U13-24,Broadleaf,Mixed forest on slight slope,flat,2,677,2,N-NW,3,6,walk in ,Y 
LU02,04-Oct-24,13:05,AB JC ,LU02-44,LU02-44-24,ACME-2022-108,OSM-24-154,54.95451,-111.42573,LU02-44-24,Upland,"Conifer and peat/moss, open forest. Old game trail and junction",flat,0,786,1,N,3,5,"walk to cam from road, bit of a slog",Y 
LU02,04-Oct-24,11:57,NA ,LU02-143,LU02-143-24,ACME-2023-43,OSM-22-20,54.93753,-111.43223,LU02-143-24,Unknown,"Pointed twoards junction, mixed forest, horsetails",na,na,773,2,N,3,4,"Walk in along old road, a bit overgrown but fast",Y 
LU02,04-Oct-24,11:00,AB JC ,LU02-18,LU02-18-24,ACME-2022-29,OSM-24-194,54.92096,-111.4588,LU02-18-24,Lowland,"Spruce / moss / peat lowland, dense. Good game trail. Not worried about glare w SW cam b/c of density",flat,0,737,3,SW,3,4,Bushwhack on good trails ,Y 
LU02,04-Oct-24,14:35,AB JC ,LU02-52,LU02-52-24,ACME-2022-05,OSM-24-144,54.99469,-111.40191,LU02-52-24,Upland,Spruce stand in mixed forest. Decent game trail,flat,2,756,2,N,3,6,walk from road,Y
LU02,02-Oct-24,17:20,AB JC ,LU02-123,LU02-123-24,ACME-2022-85,OSM-24-142,55.00653,-111.66808,LU02-123-24,Unknown,"Mossy conifer forest, junction of 2 game trails",flat,0,664,1,NE,3,6,walk down skid road then bushwhack ,Y 
LU02,02-Oct-24,15:45,AB JC ,LU02-H16,LU02-H16-24,ACME-2022-105,OSM-24-174,54.98771,-111.64069,LU02-H16-24,Mixed,"Off seismic line, mixed forest",flat,0,668,1,NE,3,5,Walk in along seismic line ,Y 
LU02,02-Oct-24,16:27,AB JC ,LU02-27,LU02-27-24,ACME-2023-04,OSM-24-153,55.00157,-111.65131,LU02-27-24,Lowland,Off seismic line. Full confier forest. Maybe on same tree? ,flat,0,666,1,N,3,5,walk along seismic line,Y 
LU02,03-Oct-24,15:55,AB MB ,LU02-31,LU02-31-24,ACME-2022-102,OSM-24-182,54.86428,-111.47424,LU02-31-24,Upland,"Dense spruce forest, moss/peat. Good game trail",flat,1,749,1,N ,3,4,Bushwhack from road ,Y 
LU02,03-Oct-24,15:10,AB MB ,LU02-03,LU02-03-24,ACME-2023-42,OSM-24-181,54.87184,-111.48871,LU02-03-24,Lowland,"Mixed forest with lots of deadfall, faint game trail",slope,4,751,1,NW,2,5,Walk on okay seismic line (alders) then bushwhack,Y
LU02,03-Oct-24,13:15,AB MB ,LU02-J27,LU02-J27-24,ACME-2022-113,OSM-24-183,54.83982,-111.59897,LU02-J27-24,Broadleaf,Open mixed wood forest near Atv Trail ,flat,0,670,1,NE,3,4,"Walk on ATV trail and cut 90 degrees into forest, ~1km. Forgot site photo",N
LU02,03-Oct-24,9:50,AB MB ,LU02-E27,LU02-E27-24,ACME-2023-16,OSM-24-191,54.83282,-111.70158,LU02-E27-24,Broadleaf,"Aspen forest, slight slope",slope,3,673,1,NW,3,3.5,Walk from survey stake at road. Cross creek draw (?),Y 
LU02,02-Oct-24,13:10,DRAB MB ,LU02-G25,LU02-G25-24,ACME-2022-69,OSM-22-84,54.85086,-111.67184,LU02-G25-24,Broadleaf,Large aspens with medium undergrowth. Cam pointed north down nice trail ,flat,0,659,1,N,3,6,You can walk down an old quad trail until perpendicular then bush bash in ,Y 
LU02,02-Oct-24,12:48,MB AB ,LU02-G26,LU02-G26-24,ACME-2022-16,OSM-24-203,54.84174,-111.68177,LU02-G26-24,Broadleaf,"Aspen forest, nice big trees. Kind of grassy",flat,0,652,1,N,2,6,Park and walk ,Y
LU02,02-Oct-24,11:38,MB AB ,LU02-106,LU02-106-24,ACME-2024-82,OSM-24-152,54.88798,-111.78869,LU02-106-24,Unknown,Open grassy area along banger trail. Had to adjust point as old location was inside a fence (wildlife seem to be moving through fence easy). Bones nearby,flat,0,597,1,E,3,6,"drive to railway. Park, walk left. Avoid fence",Y
LU02,02-Oct-24,13:40,AB JC ,LU02-20,LU02-20-24,ACME-2022-68,OSM-2024-165,54.95559,-111.63141,LU02-20-24,Lowland,"Mostly aspen, lots of wild rose. Old skid road nearby ",flat,0,638,1,NE,3,5,"Walk in, go across skid road, walk a bit further",Y
LU02,02-Oct-24,14:27,AB JC ,LU02-25,LU02-25-24,ACME-2022-120,OSM-24-143,54.97014,-111.63927,LU02-25-24,Lowland,"Facing down slope on game trail, pointed toward little creek. Mixed forst, mostly conifer. Nice mossy understory",slope,12,642,1,E,3,6,Walk in along seismic line ,Y
LU02,02-Oct-24,11:27,AB JC ,LU02-40,LU02-40-24,ACME-2022-92,OSM-24-169,54.93741,-111.58347,LU02-40-24,Upland,"Open mixed forest, lots of aspen. 25m from original site",flat,0,638,1,NE,3,3,Park and walk. ,Y
LU02,02-Oct-24,10:27,AB JC ,LU02-38,LU02-38-24,HLPXHN10080923,OSM-24-168,54.92619,-111.52653,LU02-38-24,Upland,Open mixed wood forest. On clear game trail beside pond. ,flat,5,635,1,N,3,7,"deer on way in. park and walk along clear game trail, walk in on side of pond clsoest to entrance. Forgot to take slate pic ",Y 
LU02,02-Oct-24,12:10,JC AB,LU02-137,LU02-137-24,ACME-2023-21,OSM-24-173,54.94318,-111.59857,LU02-137-24,Unknown,"Open mixed wood forest, 15m from original site. Deer scat",flat,5,636,2,E/NE,3,6,park n walk ,Y 
LU02,02-Oct-24,15:05,JC AB,LU02-47,LU02-47-24,ACME-2022-91,OSM-24-145,54.97665,-111.64789,LU02-47-24,Upland,Coniferous stand in middle of aspen forest,flat,0,659,1,NE,3,5,park n walk ,Y 
LU02,04-Oct-24,13:41,JC AB ,LU02-26,LU02-26-24,ACME-2022-115,OSM-24-148,54.96788,-111.41757,LU02-26-24,Lowland,"Mixed forest, targets junction",flat,5,788,4,N,3,7,walk in,Y 
LU02,04-Oct-24,13:49,MB AB ,LU02-H26,LU02-H26-24,ACME-M132,OSM-22-09,54.85125,-111.64288,LU02-H26-24,Broadleaf,"Upland aspen, very grassy and rosy. Site is on top of a ridge",slope,5,679,0.5,NW,2,8,Park and bushwhack,Y
LU02,02-Oct-24,15:48,AB MB ,LU02-29,LU02-29-24,ACME-2022-31,OSM-24-199,54.85591,-111.56652,LU02-29-24,Upland,"Dense conifer, very mossy, much trail",flat,0,636,1,NW,3,6,Park and walk,Y 
LU02,02-Oct-24,15:11,MB AB ,LU02-K26,LU02-K26-24,ACME-2022-06,OSM-22-61,54.84896,-111.59702,LU02-K26-24,Broadleaf,"Mixed forest, grassy understory. Next to park and ATV trail. ",flat,0,632,1,NW,2,5,Park in parking lot for rec area and walk down ATV trail,Y 
LU02,02-Oct-24,10:54,MB AB ,LU02-100,LU02-100-24,ACME-2024-87,OSM-24-202,54.99394,-111.76685,LU02-100-24,Unknown,"Mixed forest, horsetail understory",flat,0,588,0.5,NW,2,4,Park and bushwhack,Y
LU02,02-Oct-24,14:29,MB AB ,LU02-30,LU02-30-24,ACME-2024-70,OSM-24-201,54.8581,-111.601,LU02-30-24,Upland,Very open mixed wood,slope,5,627,1,SW,2,4,Park and walk,Y
LU02,02-Oct-24,17:04,AB MB ,LU02-33,LU02-33-24,ACME-2023-13,OSM-24-196,54.86689,-111.50657,LU02-33-24,Upland,Open conifer among sea of grass,flat,0,713,1,N,3,6,Park and walk,Y 
LU02,02-Oct-24,16:29,MB AB ,LU02-M25,LU02-M25-24,ACME-2022-22,OSM-24-197,54.86258,-111.54182,LU02-M25-24,Broadleaf,Mixed forest with big trees. Lots of brushy understory,flat,0,657,0.5,NW,2,4,park and whack,Y
LU08,01-Oct-24,11:53,AB DRAB,LU08-N19,LU08-N19-24,ACME-2023-38,OSM-22-81,57.35516,-112.02213,LU08-N19-24,Broadleaf,"Open mixed wood, nice trail with a brilliant fork",flat,0,468,1,NE,3,5,Park and walk,Y
LU08,01-Oct-24,11:10,AB DRAB,LU08-M19,LU08-M19-24,ACME-2022-104,OSM-22-35,57.34687,-112.02953,LU08-M19-24,Broadleaf,"Mossy game trail, open mixed wood",flat,0,457,0.5,E,3,4,Off road corner past hunting cabin. Escorted by security guard to road gate,Y
LU08,01-Oct-24,10:08,AB DRAB,LU08-N20,LU08-N20-24,ACME-2022-28,OSM-24-195,57.34134,-112.00639,LU08-N20-24,Broadleaf,"Open mixed wood, nice game trail",flat,0,437,1,N,3,4,"Go through fence, walk along road, cut in. no test photos, forgot view finder",Y
LU08,01-Oct-24,10:12,MB JC,LU08-O20,LU08-O20-24,ACME-2024-64,OSM-24-204,57.33569,-111.98232,LU08-O20-24,Broadleaf,"Upland aspen forest, blueberries and little birch",flat,0,415,0.5,NW,2,8,"Need escort. Park roadside, go through hole of fence and walk to site",Y 
LU08,01-Oct-24,12:31,MB JC,LU08-N18,LU08-N18-24,ACME-2024-81,OSM-24-49,57.36655,-112.00683,LU08-N18-24,Broadleaf,"Mixed forest, on a conifer pointed at aspen",flat,0,446,0.5,W,1,6,"Need escort. Walk down seismic line 600m, then to site",Y
LU08,25-Sep-24,14:10,MB AB ,LU08-S25,LU08-S25-24,ACME-2022-99,OSM-24-149,57.27087,-111.90127,LU08-S25-24,Broadleaf,"Spruce, larch. Lab tea and grass understory",flat,0,342,0.5,W,1,4,"Park at well pad. Hike to back, then can walk on well-defined trail part way. Then bushwhack",NA
LU08,25-Sep-24,9:56,AB MB ,LU08-AC29,LU08-AC29-24,ACME-2022-60,OSM-24-150,57.21347,-111.69046,LU08-AC29-24,Conifer,Open mixed forest on edge of river ravine. Mild rosey,flat,0,304,0.5,W,2,5,Pull off on side of road and enjoy a nice walk through the forest ,Y
LU08,25-Sep-24,10:37,MB AB ,LU08-AC28,LU08-AC28-24,ACME-2023-09,OSM-24-164,57.22453,-111.68562,LU08-AC28-24,Conifer,"In open mixed forest, faint criss crossing trails",flat,0,307,0.2,NW,1,5,"Park roadside. Walk down pipeline, then up seismic line to site. Kinda wet",NA
LU08,24-Sep-24,11:34,AB MB ,LU08-AB29,LU08-AB29-24,ACME-2022-73,OSM-24-141,57.22901,-111.71024,LU08-AB29-24,Conifer,Small patch of bush amongst quad trails. Mixed wood,flat,0,302,1,E/SE,2,5,Park and walk,NA
LU08,25-Sep-24,9:18,AB MB ,LU08-AC30,LU08-AC30-24,ACME-2022-111,OSM-24-151,57.20202,-111.69106,LU08-AC30-24,Conifer ,"Mixed forest, little understory. Cam is on conifer",flat,0,307,0.2,N,2,6,Park at pullout and bushwhack. Weird black tar sand. ,Y
LU08,25-Sep-24,12:27,MB AB ,LU08-T25,LU08-T25-24,ACME M143,OSM-24-147,57.27803,-111.8767,LU08-T25-24,Broadleaf,"Mixed forest, tall aspen. Faint trails",flat,0,339,0.2,E,1,5,Park roadside and bushwhack in. Not accessible from gravel pad because of ravine. ,NA
LU08,25-Sep-24,13:25,AB MB ,LU08-S24,LU08-S24-24,ACME-2023-03,OSM-24-146,57.27964,-111.89812,LU08-S24-24,Broadleaf,The worst. Only a semi visible trail in a clearing with minimal wind fall ,flat,0,351,1,SE,1,4.5,"Bushwhack from corner of clearing. Ignore howling ghoul, probably not real ",Y 
LU08,25-Sep-24,9:09,MC SM ,LU08-AE29,LU08-AE29-24,ACME-2023-44,OSM-24-163,57.21758,-111.64945,LU08-AE29-24,Conifer,Mixed spruce and aspen stand,flat,0,209,NA,NW,2,NA,Bushwhack from road,Y 
LU08,25-Sep-24,9:40,MC SM ,LU08-AD29,LU08-AD29-24,ACME-2022-103,OSM-24-162,57.22887,-111.6539,LU08-AD29-24,Conifer,"Small patch of mixed forest surrounded by younger trees and dense shrubs. Dry solid ground with shrubs, moss, and plants. Mainly spruce and aspen",flat,0,299,0.2,N,1,6,bushwhack. Fairly brutal and thick,Y
LU08,25-Sep-24,10:30,MC SM ,LU08-AD28,LU08-AD28-24,ACME-2023-39,OSM-24-157,57.24357,-111.66135,LU08-AD28-24,Conifer,Aspen stand  ,flat,0,304,1,N,2,5,Drive to lake and bushwhack,Y
LU08,25-Sep-24,11:03,MC SM ,LU08-AD27,LU08-AD27-24,ACME-2023-01,OSM-24-160,57.25323,-111.66636,LU08-AD27-24,Broadleaf,"Mixed wood stand of spruce and aspen. Dry, some srhubs, lots of woody debris. No defined trails",flat,0,304,1,N,1,5,"Bushwhack, not a bad walk",Y
LU08,25-Sep-24,11:41,MC SM ,LU08-AC24,LU08-AC24-24,ACME-2023-47,OSM-24-161,57.28373,-111.68489,LU08-AC24-24,Broadleaf,"Mixed spruce and aspen stand, some shrubs, lots of deadfall",flat,2,290,1,N,2,4,Park at well pad,Y
LU08,25-Sep-24,NA ,MC SM ,LU08-AC25,LU08-AC25-24,ACME-2023-15,OSM-24-169,57.26654,-111.69253,LU08-AC25-24,Conifer,"Spongy moss but not too boggy, black spruce, willow shrubs, and other short herbaceous plants",flat,0,299,1,N,2,4,Park on pull off on N side of horizon oil sands access road and walk in. easy walk ,Y
LU08,25-Sep-24,13:00,MC SM ,LU08-AC31,LU08-AC31-24,ACME-2022-112,OSM-24-161,57.18302,-111.67786,LU08-AC31-24,Conifer,Spruce forest. Tall trees. Mossy and lab tea groundcover,flat,0,324,1,N,3,4,park on pull out. Follow quad trail in ,Y
LU08,25-Sep-24,13:56,MC SM ,LU08-AB31,LU08-AB31-24,ACME-2022-01,OSM-24-155,57.19288,-111.69509,LU08-AB31-24,Broadleaf,"Mixed spruce and aspen, mossy but solid and dry, some shrubs and small plants. ",flat,0,314,1,NE,1,5,"park roadside and walk ~700m. Not an awful walk but bushwhack the whole way. Had to be done, sorry! ",Y 
